accno,delref,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score,is_recovery
KE024,KE024,East End General Dealer,BV,Bhadresh Vallabh,43.8,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,5,0.83,3,41.7,9,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,76.5,PVA Paints:7.8%; Enamel:16.4%; Waterproofing:13.2%; Woodcare:56.0%; Primers:7.5%; Accessories:12.1%; General:18.8%; QD Enamel:21.2%,-37.22,0.0,False
KD029,KD029,Door to Door Trade 1005 CC,NP,Nikhil Panchal,43.7,at_risk,At-Risk,🟠,0.67,0.5,0.42,12.5,3,0.5,16,25.0,11,10,"Accessories, Enamel, Floor & Roof Paints, General, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",94.5,48.0,Enamel:3.3%; Primers:7.5%; QD Enamel:2.9%; Waterproofing:26.3%; Woodcare:12.0%; Accessories:15.2%; Floor & Roof Paints:2.7%; Putty:37.5%; General:4.2%; Specialised Coatings:8.3%,-8.34,8.3,False
KM065,KM065,Mega Hardware,BV,Bhadresh Vallabh,43.7,narrow,Active but Narrow,🟡,0.33,0.67,0.42,16.8,3,0.5,53,25.0,7,4,"Floor & Roof Paints, General, Primers, Specialised Coatings",47.3,44.0,Specialised Coatings:16.7%; General:16.7%; Floor & Roof Paints:8.1%; Primers:2.5%,29.69,100.0,False
KH013,KH013,Henque 3481 CC,BV,Bhadresh Vallabh,43.6,at_risk,At-Risk,🟠,0.67,0.5,0.75,12.5,5,0.83,28,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,46.4,Enamel:13.7%; General:18.8%; PVA Paints:2.3%; QD Enamel:4.8%; Waterproofing:18.4%; Woodcare:28.0%; Accessories:6.1%; Floor & Roof Paints:8.1%; Primers:7.5%; Specialised Coatings:8.3%,-42.63,0.0,False
KL035,KL035,Lucky Domestic Hardware,NP,Nikhil Panchal,43.5,at_risk,At-Risk,🟠,1.0,0.84,0.92,21.0,5,0.83,9,41.7,8,8,"Accessories, Enamel, General, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",72.7,67.8,Enamel:16.9%; Primers:12.5%; Woodcare:36.0%; Putty:37.5%; Accessories:6.1%; QD Enamel:5.8%; General:4.2%; Specialised Coatings:16.7%,-33.23,0.0,False
KS012,KS012,Solly's Hardware (Oxford),BV,Bhadresh Vallabh,43.3,at_risk,At-Risk,🟠,0.67,0.67,0.75,16.8,4,0.67,7,33.3,10,5,"Enamel, Primers, QD Enamel, Specialised Coatings, Woodcare",63.6,100.0,Primers:15.0%; Enamel:23.0%; Woodcare:68.0%; QD Enamel:15.4%; Specialised Coatings:8.3%,-16.76,0.0,False
KO009,KO009,One Price Store,NP,Nikhil Panchal,42.9,narrow,Active but Narrow,🟡,0.33,0.84,0.92,21.0,1,0.17,45,8.3,6,6,"Accessories, Enamel, General, PVA Paints, Waterproofing, Woodcare",54.5,68.2,Enamel:9.8%; Waterproofing:15.8%; Woodcare:48.0%; General:12.5%; PVA Paints:7.1%; Accessories:9.1%,3.15,65.7,False
KV001,KV001,Vuwani Hardware & Furniture cc,AP,Amit Patel,42.8,at_risk,At-Risk,🟠,0.33,0.17,0.33,4.2,2,0.33,88,16.7,9,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",76.4,59.0,Primers:2.5%; Putty:62.5%; Accessories:9.1%; QD Enamel:2.9%; PVA Paints:1.6%; Enamel:3.3%; Woodcare:32.0%; General:4.2%,0.0,50.0,False
KS129,KT129,Siza Bantu Mkhwenyana Hardware,NP,Nikhil Panchal,42.7,at_risk,At-Risk,🟠,0.33,0.33,0.17,8.2,3,0.5,35,25.0,6,6,"Accessories, Enamel, Floor & Roof Paints, Primers, Waterproofing, Woodcare",54.5,39.7,Floor & Roof Paints:6.8%; Primers:7.5%; Waterproofing:15.8%; Accessories:6.1%; Enamel:3.3%; Woodcare:20.0%,9.4,97.0,False
KN024,KN024/1,Navisha Investments Pty Ltd,NP,Nikhil Panchal,42.6,at_risk,At-Risk,🟠,0.67,1.0,1.08,25.0,4,0.67,77,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",72.7,63.6,PVA Paints:1.9%; Enamel:9.8%; Waterproofing:36.8%; Woodcare:20.0%; Putty:25.0%; General:20.8%; Accessories:3.0%; Primers:10.0%,-15.62,0.0,False
KM087,KM087,Mangera's Hardware City,AP,Amit Patel,42.5,at_risk,At-Risk,🟠,1.0,1.0,1.0,25.0,4,0.67,32,33.3,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Putty, QD Enamel, Waterproofing",72.7,54.9,PVA Paints:6.5%; Enamel:11.5%; Waterproofing:18.4%; Putty:37.5%; Accessories:15.2%; QD Enamel:14.4%; Floor & Roof Paints:1.4%; Primers:5.0%,-8.39,8.1,False
KS007,KS007,Star Hardware,AP,Amit Patel,42.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,5,0.83,163,21.7,8,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",67.3,68.4,Enamel:12.0%; Woodcare:72.0%; Accessories:9.1%; PVA Paints:1.6%; Primers:5.0%; General:10.4%; QD Enamel:9.6%,0.0,50.0,False
KI015,KI015,Iskcon Steel,NP,Nikhil Panchal,42.3,narrow,Active but Narrow,🟡,2.0,2.0,1.67,50.0,5,0.83,9,41.7,4,4,"Accessories, Enamel, Primers, QD Enamel",36.4,49.1,Primers:15.0%; Accessories:9.1%; QD Enamel:21.2%; Enamel:3.8%,-2.98,35.1,False
KG004,KG004,Gani Osman Hardware (Pty) Ltd,NP,Nikhil Panchal,42.0,narrow,Active but Narrow,🟡,0.33,0.67,0.83,16.8,5,0.83,60,41.7,8,7,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",67.3,47.4,PVA Paints:6.1%; Enamel:10.9%; Woodcare:24.0%; Primers:5.0%; Specialised Coatings:25.0%; Floor & Roof Paints:8.1%; QD Enamel:3.8%,-4.36,28.2,False
KS044,KS044,Sayed's Ind Supplies Pty Ltd,AC,Aboo Cassim,41.9,narrow,Active but Narrow,🟡,0.33,0.5,0.33,12.5,4,0.67,65,33.3,7,7,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",63.6,60.1,PVA Paints:2.6%; Enamel:16.9%; Primers:5.0%; Woodcare:60.0%; Floor & Roof Paints:2.7%; Specialised Coatings:8.3%; QD Enamel:9.6%,-2.44,37.8,False
KB035,KB035,Amoriscape Pty Ltd,AC,Aboo Cassim,41.8,at_risk,At-Risk,🟠,1.0,1.17,1.67,29.2,5,0.83,24,41.7,9,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,35.5,QD Enamel:17.3%; PVA Paints:1.6%; Primers:17.5%; Waterproofing:5.3%; Woodcare:8.0%; Accessories:18.2%; Enamel:0.5%; Floor & Roof Paints:2.7%,-28.43,0.0,False
KE018,KE018,Thamarah Pty Ltd,AC,Aboo Cassim,41.7,narrow,Active but Narrow,🟡,3.67,3.01,2.42,75.2,0,0.0,10,0.0,4,4,"Accessories, Enamel, PVA Paints, Woodcare",36.4,39.3,PVA Paints:8.7%; Woodcare:24.0%; Accessories:6.1%; Enamel:0.5%,-1.93,40.4,False
KR036,KR036,Royal Water Pty Ltd,NP,Nikhil Panchal,41.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,2,0.33,148,0.0,8,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,75.4,PVA Paints:4.2%; Enamel:11.5%; Primers:5.0%; Woodcare:52.0%; Putty:25.0%; General:16.7%; Waterproofing:31.6%; QD Enamel:4.8%,0.0,50.0,False
KM004,KM004,Magezi Hardware,AP,Amit Patel,41.2,at_risk,At-Risk,🟠,0.33,1.0,1.08,25.0,4,0.67,44,33.3,7,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",63.6,72.6,Enamel:27.9%; Primers:10.0%; Woodcare:48.0%; Accessories:9.1%; PVA Paints:1.0%; QD Enamel:26.9%; General:4.2%,-41.21,0.0,False
KB093,KB093/1,Baskid Nondabuya General Trd,NP,Nikhil Panchal,41.1,at_risk,At-Risk,🟠,0.67,0.67,1.08,16.8,3,0.5,35,25.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,57.2,PVA Paints:10.4%; Enamel:10.9%; Waterproofing:31.6%; Accessories:12.1%; QD Enamel:14.4%; Floor & Roof Paints:16.2%; Primers:5.0%; Woodcare:24.0%; General:4.2%,-47.36,0.0,False
KM098,KM098,Mahriya General Trading CC,AP,Amit Patel,40.8,at_risk,At-Risk,🟠,0.33,0.5,0.5,12.5,5,0.83,60,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,45.9,PVA Paints:1.9%; Enamel:13.1%; Waterproofing:23.7%; Woodcare:16.0%; QD Enamel:2.9%; Floor & Roof Paints:9.5%; Primers:5.0%; Putty:25.0%; Accessories:6.1%,-20.1,0.0,False
KN024,KN024/8,Navisha Investments Pty Ltd,NP,Nikhil Panchal,40.8,at_risk,At-Risk,🟠,1.0,0.67,0.5,16.8,4,0.67,31,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",72.7,65.2,PVA Paints:1.6%; Enamel:9.8%; Primers:10.0%; Waterproofing:26.3%; Woodcare:32.0%; Putty:25.0%; General:16.7%; Accessories:9.1%,-60.3,0.0,False
KN024,KN024/5,Navisha Investments Pty Ltd,NP,Nikhil Panchal,40.7,at_risk,At-Risk,🟠,0.33,0.17,0.25,4.2,4,0.67,31,33.3,7,7,"Accessories, Enamel, General, PVA Paints, Putty, Waterproofing, Woodcare",63.6,53.6,PVA Paints:2.6%; Enamel:7.1%; Waterproofing:18.4%; Woodcare:20.0%; Putty:25.0%; Accessories:6.1%; General:14.6%,0.0,50.0,False
KM027,KM027/14,Chief Steel & HW,BV,Bhadresh Vallabh,40.7,at_risk,At-Risk,🟠,0.33,0.17,0.17,4.2,29,4.83,16,100.0,3,3,"Enamel, PVA Paints, Woodcare",27.3,59.7,PVA Paints:7.1%; Enamel:13.7%; Woodcare:24.0%,0.0,50.0,False
KC041,KC041,Central Build It,AC,Aboo Cassim,40.5,at_risk,At-Risk,🟠,2.0,1.5,1.67,37.5,6,1.0,10,50.0,6,6,"Enamel, Floor & Roof Paints, PVA Paints, QD Enamel, Waterproofing, Woodcare",54.5,38.9,QD Enamel:8.7%; PVA Paints:4.9%; Enamel:4.9%; Floor & Roof Paints:5.4%; Waterproofing:10.5%; Woodcare:24.0%,-8.06,9.7,False
KN024,KN024/4,Navisha Investments Pty Ltd,NP,Nikhil Panchal,40.5,at_risk,At-Risk,🟠,0.67,0.84,0.67,21.0,4,0.67,31,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",72.7,56.0,PVA Paints:2.3%; Enamel:6.6%; Waterproofing:26.3%; Woodcare:20.0%; Putty:25.0%; Accessories:6.1%; General:20.8%; Primers:5.0%,-21.78,0.0,False
KC032,KC032,Cheers Supermarket,BV,Bhadresh Vallabh,40.2,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,5,0.83,101,21.7,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,43.6,PVA Paints:2.6%; Enamel:5.5%; Waterproofing:15.8%; Accessories:18.2%; QD Enamel:1.9%; Primers:5.0%; Woodcare:32.0%; General:6.2%,0.0,50.0,False
KF008,KF008,Faroque General Trading PL,BV,Bhadresh Vallabh,40.2,narrow,Active but Narrow,🟡,0.67,1.0,0.75,25.0,0,0.0,35,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,24.6,PVA Paints:1.6%; Primers:5.0%; Enamel:3.3%; Woodcare:16.0%; Waterproofing:7.9%; Accessories:3.0%; General:10.4%; QD Enamel:1.9%,1.24,56.2,False
KA080,KA080,Bhambanana Park,NP,Nikhil Panchal,40.2,at_risk,At-Risk,🟠,0.33,0.33,0.25,8.2,3,0.5,44,25.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",85.5,58.5,PVA Paints:0.3%; Enamel:4.9%; Floor & Roof Paints:10.8%; Putty:37.5%; QD Enamel:1.0%; Waterproofing:28.9%; Woodcare:36.0%; General:6.2%; Accessories:6.1%,-70.08,0.0,False
KL011,KL011,Lalita Supermarket& Hardware,BV,Bhadresh Vallabh,39.9,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,5,0.83,64,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,46.9,PVA Paints:1.9%; Enamel:6.6%; Waterproofing:28.9%; Woodcare:40.0%; Accessories:18.2%; General:4.2%; Floor & Roof Paints:1.4%; Primers:2.5%; QD Enamel:1.9%,-28.27,0.0,False
KT061,KT061,Total Hardware & Tiles,BV,Bhadresh Vallabh,39.6,at_risk,At-Risk,🟠,0.33,0.17,0.33,4.2,6,1.0,3,50.0,5,5,"Enamel, PVA Paints, Primers, QD Enamel, Woodcare",45.5,66.3,PVA Paints:5.2%; Enamel:12.0%; Primers:5.0%; Woodcare:52.0%; QD Enamel:8.7%,0.0,50.0,False
KB110,KB110,Best Build HW Giyani,NP,Nikhil Panchal,39.6,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,8,1.33,7,66.7,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,38.4,Enamel:8.7%; Primers:2.5%; Waterproofing:13.2%; Woodcare:40.0%; General:6.2%; Accessories:3.0%; QD Enamel:2.9%; PVA Paints:0.3%,-34.86,0.0,False
KR044,KR044,Raj Wholesalers,AP,Amit Patel,39.4,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,43,0.0,8,8,"Accessories, Enamel, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,60.1,PVA Paints:3.6%; Enamel:3.8%; Primers:5.0%; Waterproofing:34.2%; Woodcare:24.0%; Putty:37.5%; Accessories:9.1%; QD Enamel:2.9%,0.0,50.0,False
KN024,KN024/9,Navisha Investments Pty Ltd Ka,NP,Nikhil Panchal,39.4,at_risk,At-Risk,🟠,0.33,0.33,0.5,8.2,4,0.67,77,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",72.7,70.1,PVA Paints:2.3%; Enamel:9.3%; Waterproofing:31.6%; Woodcare:28.0%; Putty:25.0%; Primers:15.0%; General:22.9%; Accessories:6.1%,-27.1,0.0,False
KM123,KM123,Honest Electrial and Plumbing,NP,Nikhil Panchal,39.3,dormant,Dead / Dormant,🔴,0.67,0.67,0.42,16.8,0,0.0,91,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,51.9,PVA Paints:4.5%; Primers:7.5%; Enamel:11.5%; Floor & Roof Paints:8.1%; Woodcare:28.0%; General:2.1%; Accessories:15.2%; Waterproofing:10.5%; Putty:37.5%; QD Enamel:4.8%,-28.05,0.0,False
KM012,KM012,Vendeco Trading 53CC,BV,Bhadresh Vallabh,39.0,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,13,2.17,162,80.0,5,4,"Enamel, Primers, QD Enamel, Woodcare",40.0,43.0,Enamel:10.4%; Primers:10.0%; QD Enamel:10.6%; Woodcare:12.0%,0.0,50.0,False
KB013,KB013/2,New Bafana Bafana H Ware,AP,Amit Patel,38.8,at_risk,At-Risk,🟠,0.33,0.33,0.17,8.2,10,1.67,58,83.3,5,5,"Accessories, Enamel, Primers, QD Enamel, Woodcare",45.5,70.9,Enamel:5.5%; Primers:5.0%; Woodcare:60.0%; Accessories:15.2%; QD Enamel:2.9%,-75.53,0.0,False
KA101,KA101,AD Fancy Goods TA,BV,Bhadresh Vallabh,38.7,at_risk,At-Risk,🟠,1.0,0.67,0.83,16.8,5,0.83,16,41.7,9,6,"Accessories, Enamel, PVA Paints, Putty, QD Enamel, Woodcare",65.5,57.4,Enamel:13.1%; Putty:37.5%; QD Enamel:1.9%; PVA Paints:2.6%; Woodcare:28.0%; Accessories:3.0%,-23.31,0.0,False
KD033,KD033,DIY Depo ( Petrus Styne),AP,Amit Patel,38.6,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,4,0.67,84,33.3,9,7,"Accessories, Enamel, Floor & Roof Paints, General, Primers, QD Enamel, Woodcare",70.9,61.5,Enamel:20.8%; Primers:10.0%; Woodcare:60.0%; QD Enamel:2.9%; Floor & Roof Paints:6.8%; General:4.2%; Accessories:3.0%,-51.26,0.0,False
KA057,KA057,Abies Security Gates,AC,Aboo Cassim,38.3,at_risk,At-Risk,🟠,2.34,1.84,5.75,46.0,0,0.0,63,0.0,4,3,"Accessories, Primers, QD Enamel",30.9,17.1,Primers:5.0%; QD Enamel:4.8%; Accessories:3.0%,10.62,100.0,False
KF020,KF020/1,Malamulele Hardware,NP,Nikhil Panchal,38.2,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,9,1.5,98,55.0,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,40.5,PVA Paints:5.2%; Enamel:7.7%; Primers:2.5%; Woodcare:32.0%; QD Enamel:8.7%; Floor & Roof Paints:2.7%; Waterproofing:13.2%; Accessories:9.1%,-45.65,0.0,False
KL047,KL047,KL047,BV,Bhadresh Vallabh,38.1,at_risk,At-Risk,🟠,1.34,2.84,5.5,71.0,0,0.0,1,0.0,7,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",52.7,30.3,Floor & Roof Paints:10.8%; PVA Paints:10.4%; QD Enamel:10.6%; Enamel:1.1%; Primers:5.0%,-13.12,0.0,False
KM077,KM077,Manglasi Hardware,AP,Amit Patel,38.1,at_risk,At-Risk,🟠,0.33,0.33,0.5,8.2,5,0.83,74,41.7,7,7,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Woodcare",63.6,71.7,Enamel:4.9%; Woodcare:28.0%; Putty:62.5%; General:10.4%; Accessories:15.2%; QD Enamel:2.9%; PVA Paints:1.6%,-152.6,0.0,False
KS089,KS089,S.A. Hardware (Makhado),AP,Amit Patel,38.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.5,8.2,0,0.0,101,0.0,6,5,"Accessories, Enamel, QD Enamel, Waterproofing, Woodcare",49.1,41.5,Enamel:6.0%; Woodcare:24.0%; Accessories:12.1%; QD Enamel:1.9%; Waterproofing:7.9%,32.41,100.0,False
KN024,KN024/6,Navisha Investments Pty Ltd,NP,Nikhil Panchal,37.9,at_risk,At-Risk,🟠,0.67,0.5,0.5,12.5,4,0.67,31,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",72.7,52.9,PVA Paints:1.6%; Primers:5.0%; Enamel:8.7%; Waterproofing:23.7%; Woodcare:20.0%; Putty:25.0%; General:18.8%; Accessories:3.0%,-23.46,0.0,False
KP061,KP061/2,Paint Mart Moe (Lenasia),AC,Aboo Cassim,37.9,dormant,Dead / Dormant,🔴,0.0,0.33,1.92,8.2,6,1.0,179,30.0,7,7,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Specialised Coatings, Woodcare",63.6,31.9,PVA Paints:9.1%; Enamel:3.3%; Accessories:12.1%; Specialised Coatings:8.3%; Floor & Roof Paints:14.9%; Woodcare:4.0%; General:4.2%,0.0,50.0,False
KB007,KB007,F.Bham & Co,BV,Bhadresh Vallabh,37.8,at_risk,At-Risk,🟠,0.33,1.0,0.92,25.0,4,0.67,64,33.3,9,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Putty, Waterproofing, Woodcare",70.9,34.9,PVA Paints:3.2%; Enamel:6.6%; Floor & Roof Paints:1.4%; Waterproofing:5.3%; Woodcare:20.0%; Putty:12.5%; Accessories:12.1%,-45.09,0.0,False
KD002,KD002,Dhaval Patel Ent,BV,Bhadresh Vallabh,37.6,dormant,Dead / Dormant,🔴,0.0,1.0,0.83,25.0,3,0.5,156,5.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",85.5,33.2,PVA Paints:4.2%; General:4.2%; QD Enamel:17.3%; Specialised Coatings:8.3%; Enamel:7.1%; Woodcare:16.0%; Floor & Roof Paints:4.1%; Waterproofing:10.5%; Accessories:3.0%,-94.21,0.0,False
KC011,KC011,Molepo Coal Centre Pty Ltd,BV,Bhadresh Vallabh,37.5,at_risk,At-Risk,🟠,0.33,0.84,0.5,21.0,5,0.83,36,41.7,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Woodcare",72.7,28.2,PVA Paints:3.9%; Enamel:6.6%; Accessories:9.1%; Woodcare:12.0%; Floor & Roof Paints:2.7%; General:16.7%; Primers:2.5%; QD Enamel:2.9%,-21.58,0.0,False
KM027,KM027/22,Khutsong Hardware & Steel,BV,Bhadresh Vallabh,37.2,at_risk,At-Risk,🟠,0.33,0.33,0.17,8.2,29,4.83,88,100.0,3,3,"Enamel, Primers, Woodcare",27.3,46.8,Enamel:12.6%; Woodcare:20.0%; Primers:2.5%,-3.4,33.0,False
KS052,KS052,Oriant Invest TA Smart Build,AP,Amit Patel,37.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,2,0.33,224,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,46.4,Floor & Roof Paints:2.7%; PVA Paints:1.0%; Enamel:13.7%; Primers:12.5%; Woodcare:20.0%; Accessories:12.1%; QD Enamel:7.7%; Waterproofing:7.9%; Specialised Coatings:8.3%; Putty:37.5%; General:4.2%,,0.0,False
KG010,KG010,Gardees (Pty) Ltd,BV,Bhadresh Vallabh,36.9,at_risk,At-Risk,🟠,0.33,0.5,0.58,12.5,3,0.5,80,25.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",72.7,54.7,Enamel:10.9%; Accessories:18.2%; Primers:5.0%; General:14.6%; QD Enamel:2.9%; PVA Paints:1.3%; Woodcare:44.0%; Putty:12.5%,-154.36,0.0,False
KA060,KA060,Golden Hardware and Paint,AC,Aboo Cassim,36.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,2,0.33,100,0.0,6,4,"Accessories, Enamel, PVA Paints, Woodcare",43.6,100.0,PVA Paints:8.4%; Enamel:17.5%; Woodcare:72.0%; Accessories:6.1%,0.0,50.0,False
KC031,KC031,Masiqhame Trading 1629,AP,Amit Patel,36.6,at_risk,At-Risk,🟠,1.0,1.17,1.42,29.2,4,0.67,11,33.3,3,3,"Accessories, General, Putty",27.3,100.0,Putty:75.0%; Accessories:6.1%; General:8.3%,-8.49,7.6,False
KH029,KH029,Hadid Hardware & Furniture,AP,Amit Patel,36.6,dormant,Dead / Dormant,🔴,0.0,0.5,1.08,12.5,4,0.67,156,13.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,46.2,PVA Paints:4.2%; Enamel:14.2%; Accessories:9.1%; QD Enamel:5.8%; Floor & Roof Paints:13.5%; Woodcare:24.0%; General:12.5%; Waterproofing:13.2%; Primers:7.5%,-28.95,0.0,False
KM161,KM161,MKH Hardware,NP,Nikhil Panchal,36.4,at_risk,At-Risk,🟠,0.67,0.5,0.67,12.5,0,0.0,44,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",85.5,51.0,PVA Paints:10.0%; Floor & Roof Paints:13.5%; QD Enamel:9.6%; Enamel:2.2%; Waterproofing:21.1%; Accessories:9.1%; Primers:2.5%; Woodcare:28.0%; General:18.8%,-62.79,0.0,False
KQ001,KQ001,Khavhande Trading store,NP,Nikhil Panchal,36.4,at_risk,At-Risk,🟠,0.67,0.67,0.67,16.8,4,0.67,58,33.3,8,5,"Accessories, Enamel, General, QD Enamel, Woodcare",56.4,68.8,Enamel:16.9%; Woodcare:40.0%; General:8.3%; Accessories:12.1%; QD Enamel:8.7%,-54.71,0.0,False
KM033,KM033,Moin's Enterprises (Pty) Ltd,NP,Nikhil Panchal,36.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,1,0.17,157,0.0,9,7,"Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",70.9,43.4,PVA Paints:3.2%; Enamel:13.7%; Woodcare:28.0%; General:6.2%; QD Enamel:1.9%; Primers:15.0%; Waterproofing:7.9%,0.0,50.0,False
KS018,KS018,Shikundu Trading Store,NP,Nikhil Panchal,36.0,at_risk,At-Risk,🟠,0.33,0.17,0.67,4.2,6,1.0,74,50.0,7,5,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints",52.7,27.4,PVA Paints:0.6%; Enamel:0.5%; Floor & Roof Paints:4.1%; Accessories:6.1%; General:22.9%,0.0,50.0,False
KS121,KS121,Smart Builders,NP,Nikhil Panchal,35.8,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,176,0.0,9,7,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",70.9,39.8,PVA Paints:6.5%; Floor & Roof Paints:9.5%; Primers:12.5%; Enamel:6.6%; Woodcare:12.0%; Specialised Coatings:16.7%; QD Enamel:5.8%,0.0,50.0,False
KP018,KP018,Khotawala 786 Traders CC,AP,Amit Patel,35.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,5,0.83,281,21.7,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,46.0,PVA Paints:1.0%; Enamel:3.3%; Primers:2.5%; Waterproofing:10.5%; Woodcare:16.0%; Putty:37.5%; General:12.5%; Accessories:18.2%; QD Enamel:1.9%,,0.0,False
KP015,KP015,Steel Hub,BV,Bhadresh Vallabh,35.8,at_risk,At-Risk,🟠,2.0,2.0,2.17,50.0,5,0.83,4,41.7,5,4,"Accessories, Enamel, Primers, QD Enamel",40.0,33.9,Enamel:5.5%; Primers:5.0%; Accessories:6.1%; QD Enamel:17.3%,-13.32,0.0,False
KY007,KY007,YMBM ENTERORISE T/A VALUE HARD,NP,Nikhil Panchal,35.6,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,2,0.33,102,0.0,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Woodcare",72.7,28.6,PVA Paints:5.8%; Enamel:5.5%; Floor & Roof Paints:8.1%; Primers:5.0%; Woodcare:24.0%; General:2.1%; Accessories:3.0%; QD Enamel:3.8%,0.0,50.0,False
